,Unnamed: 0,review_title,review,rate,category,rating,Polarity,Analysis,summarization
363,363,Awesome,Too good . bought this for daily use .i will recommend pls don't give a second thought just buy the product . PerfectREAD MORE,5Awesome,dell-ms-116-wired-optical-mouse,5,0.3,Positive, bought this for daily use .i will recommend pls don't give a second thought just buy the product .
364,364,Best in the market!,So good to have it. Dell one of my Favourite Brand. Guys go for it. Value for Money product. Super Fast experience 🔥🔥❤️READ MORE,5Best in the market!,dell-ms-116-wired-optical-mouse,5,0.4333333333333333,Positive, So good to have it. Dell one of my Favourite Brand. Guys go for it. Value for Money product. Super Fast experience 🔥🔥❤️READ MORE
365,365,Nice product,Thanks flipkart for super fast delivery ... The product is in good condition working well upload review after using itREAD MORE,4Nice product,dell-ms-116-wired-optical-mouse,4,0.38666666666666666,Positive, Thanks flipkart for super fast delivery ... The product is in good condition working well upload review after using itREAD MORE
366,366,Awesome,Very Good product. Feel very smoothly and work very Good. I suggest for every one to buy this mouse.READ MORE,5Awesome,dell-ms-116-wired-optical-mouse,5,0.71,Positive, Very Good product. Feel very smoothly and work very Good. I suggest for every one to buy this mouse.READ MORE
367,367,Best in the market!,"Works really nice. Design: very simple and elegant design and simple to use.Performance: Early days will have tough button press but later on it becomes soft and easy to use.Final verdict: Great product at this range, just for this if not opting for wireless mouse.READ MORE",5Best in the market!,dell-ms-116-wired-optical-mouse,5,0.24040404040404043,Positive," Design: very simple and elegant design and simple to use.Performance: Early days will have tough button press but later on it becomes soft and easy to use.Final verdict: Great product at this range, just for this if not opting for wireless mouse.READ MORE"
368,368,Fabulous!,The build quality is good. Very comfortable and smoothly working. The wire is too long so you can use it from 1-2 mtr distance using megnifier option in desktop. Overall product is genuine and easy to use.READ MORE,5Fabulous!,dell-ms-116-wired-optical-mouse,5,0.36291666666666667,Positive, The build quality is good. Very comfortable and smoothly working. The wire is too long so you can use it from 1-2 mtr distance using megnifier option in desktop. Overall product is genuine and easy to use.READ MORE
369,369,Very Good,Till now the product is working awesome... It looks damn classy and a bit modern touch... nice product with a very fair price.READ MORE,4Very Good,dell-ms-116-wired-optical-mouse,4,0.5516666666666666,Positive, Till now the product is working awesome... It looks damn classy and a bit modern touch... nice product with a very fair price.READ MORE
370,370,Awesome,"The best optical mouse you can buy now. Nice design, holds really well in our hands. Would recommend everyone to buy thisREAD MORE",5Awesome,dell-ms-116-wired-optical-mouse,5,0.575,Positive," The best optical mouse you can buy now. Nice design, holds really well in our hands. Would recommend everyone to buy thisREAD MORE"
371,371,Just wow!,"Works very well , smooth , good technology 💗READ MORE",5Just wow!,dell-ms-116-wired-optical-mouse,5,0.45,Positive," Works very well , smooth , good technology 💗READ MORE"
372,372,Perfect product!,"Nice product. Good wire length. Good size, easy to useREAD MORE",5Perfect product!,dell-ms-116-wired-optical-mouse,5,0.5866666666666667,Positive," Nice product. Good wire length. Good size, easy to useREAD MORE"
373,373,Brilliant,"awesomerough and tough product from dell with good warrantyvery durable mouse comfortable to hold having soft click recommended for gaming, office , as well as normal use using since last year ,, facing no problems...superb...must buy.....worth every penny.... can find better mouse than this in this price rangeREAD MORE",5Brilliant,dell-ms-116-wired-optical-mouse,5,0.24513888888888888,Positive," awesomerough and tough product from dell with good warrantyvery durable mouse comfortable to hold having soft click recommended for gaming, office , as well as normal use using since last year ,, facing no problems...superb...must buy.....worth every penny.... can find better mouse than this in this price rangeREAD MORE"
374,374,Value-for-money,Worth the money. Good quality. Reliable. If used properly it can last for more than a year.READ MORE,4Value-for-money,dell-ms-116-wired-optical-mouse,4,0.3333333333333333,Positive, Worth the money. Good quality. Reliable. If used properly it can last for more than a year.READ MORE
375,375,Value-for-money,"This is a well balanced mouse. The design is very comfortable to hold and the clicks are a bit hard, but niceREAD MORE",4Value-for-money,dell-ms-116-wired-optical-mouse,4,0.24277777777777776,Positive," This is a well balanced mouse. The design is very comfortable to hold and the clicks are a bit hard, but niceREAD MORE"
376,376,Just wow!,"I got it in time and in proper condition. This is good enough to work with. Well, this is flexible at the same time.READ MORE",5Just wow!,dell-ms-116-wired-optical-mouse,5,0.24,Positive," I got it in time and in proper condition. This is good enough to work with. Well, this is flexible at the same time.READ MORE"
377,377,Brilliant,"Nice design for better grip. Good support . I ran this on windows 10 ,  Some Linux distros like Ubuntu, Kubuntu, openSUSE.READ MORE",5Brilliant,dell-ms-116-wired-optical-mouse,5,0.575,Positive," Nice design for better grip. I ran this on windows 10 ,  Some Linux distros like Ubuntu, Kubuntu, openSUSE.READ MORE"
378,378,Good choice,I like this one. Looks exactly like the picture provided. Works fine. Loved it.READ MORE,4Good choice,dell-ms-116-wired-optical-mouse,4,0.4666666666666667,Positive, I like this one. Looks exactly like the picture provided. Works fine. Loved it.READ MORE
379,379,Awesome,Nice product finally got a good mouse for my PC it's working well a got it in a very affordable price must buy.READ MORE,5Awesome,dell-ms-116-wired-optical-mouse,5,0.39999999999999997,Positive, Nice product finally got a good mouse for my PC it's working well a got it in a very affordable price must buy.READ MORE
380,380,Must buy!,Great printer. The color reproduction on the pages are crisp and crystal clear. Much faster ppm compared to printers of other companies. Scanning pages feel like a breeze. Awesome overall experience. Highly recommended.READ MORE,5Must buy!,epson-l3110-multi-function-color-printer,5,0.3205555555555556,Positive, Great printer. The color reproduction on the pages are crisp and crystal clear. Much faster ppm compared to printers of other companies. Scanning pages feel like a breeze. Awesome overall experience. Highly recommended.READ MORE
381,381,Wonderful,good priinter at the pricebut as i expect ink is draining ot fastand the colour photographs like mobile clicked imagesit is not printing well colour saturation is 👎 poorbut I m happy when I listened it can automatically clean cartridge nozzle because before i experienced with hp2131 cartridge so good in that fieldREAD MORE,4Wonderful,epson-l3110-multi-function-color-printer,4,0.6444444444444445,Positive, good priinter at the pricebut as i expect ink is draining ot fastand the colour photographs like mobile clicked imagesit is not printing well colour saturation is 👎 poorbut I m happy when I listened it can automatically clean cartridge nozzle because before i experienced with hp2131 cartridge so good in that fieldREAD MORE
382,382,Very poor,"Not a very user friendly printer..Canon in this price range will be a good deal. Not even printed 20 pages and had to schedule three engineer visits. This printer has a problem of reaching ink to head which their engineer resolves by doing a manual suction using disposable syringe, not a worth and trustworthy printer to buy.READ MORE",1Very poor,epson-l3110-multi-function-color-printer,1,0.265,Positive," Not a very user friendly printer..Canon in this price range will be a good deal. Not even printed 20 pages and had to schedule three engineer visits. This printer has a problem of reaching ink to head which their engineer resolves by doing a manual suction using disposable syringe, not a worth and trustworthy printer to buy.READ MORE"
383,383,Brilliant,"It is very good Products and its printing quality is very good and color printing is also very good. And Receive d this product safely and exact delivery time to my address.               Thanks to Flipkart, Epson Company and Seller.READ MORE",5Brilliant,epson-l3110-multi-function-color-printer,5,0.5971428571428571,Positive," It is very good Products and its printing quality is very good and color printing is also very good. And Receive d this product safely and exact delivery time to my address. Thanks to Flipkart, Epson Company and Seller.READ MORE"
384,384,Nice product,printer works very well.. great quality... perfect for small office uses. very good packaging.Thank you flipkart...READ MORE,4Nice product,epson-l3110-multi-function-color-printer,4,0.5266666666666667,Positive, printer works very well.. great quality... perfect for small office uses. very good packaging.Thank you flipkart...READ MORE
385,385,Horrible,"Worst product ever, if you care about your money not to get wasted then stay away from this printer. It worked well for 3 days bit on the 4th day it's paper is getting jammed everytime I try to print something. No support from flipkart or epson at all. No refund no replacement. Think twice before considering this printer.READ MORE",1Horrible,epson-l3110-multi-function-color-printer,1,-0.2,Negative," Worst product ever, if you care about your money not to get wasted then stay away from this printer. It worked well for 3 days bit on the 4th day it's paper is getting jammed everytime I try to print something. Think twice before considering this printer.READ MORE"
386,386,Just wow!,Nyc product easy to install and use.Honestly it is made for work from home.Box also have free 4 colours with it.READ MORE,5Just wow!,epson-l3110-multi-function-color-printer,5,0.4444444444444445,Positive, Nyc product easy to install and use.Honestly it is made for work from home.Box also have free 4 colours with it.READ MORE
387,387,Brilliant,Photo printing on glossy photo paper is too dark (blackish) even selecting phot paper selection and also very slow. But other printng is good and fast on normal paper even photos. Instalation is easy. Wify function is too good. Printing from the mobil app is also very easy to use. Do no purchase for photograph printing purpose.READ MORE,5Brilliant,epson-l3110-multi-function-color-printer,5,0.25816666666666666,Positive, Photo printing on glossy photo paper is too dark (blackish) even selecting phot paper selection and also very slow. But other printng is good and fast on normal paper even photos. Printing from the mobil app is also very easy to use. Do no purchase for photograph printing purpose.READ MORE
388,388,Simply awesome,"Recommended to all. This review after using few years. I had purchased this product on 5th March 2019 and the review date 1st July 2021. No issues for printing. Just remember that use only Epson genuine ink only otherwise no guarantee for better results. Epson genuine ink cost approx 400 per bottle but the ink help for better printing results, printer life.READ MORE",5Simply awesome,epson-l3110-multi-function-color-printer,5,0.2625,Positive," This review after using few years. I had purchased this product on 5th March 2019 and the review date 1st July 2021. Just remember that use only Epson genuine ink only otherwise no guarantee for better results. Epson genuine ink cost approx 400 per bottle but the ink help for better printing results, printer life.READ MORE"
389,389,Good quality product,"the product is very good ,i ordered this product for my office use ,it's working very well for  the  purpose i have bought it.it is connceting to my mobile phone easily  and taking printout,scaning from it is  very easy through cell phone wirelessly. But when i conncet it to my laptop wirelessly ,its not connecting it ,due to that  i need to use cable for connecting otherwise its very good product. i prefer you to buy this product for less heavy work.READ MORE",4Good quality product,epson-l3110-multi-function-color-printer,4,0.3361111111111111,Positive," the product is very good ,i ordered this product for my office use ,it's working very well for  the  purpose i have bought it.it is connceting to my mobile phone easily  and taking printout,scaning from it is  very easy through cell phone wirelessly. But when i conncet it to my laptop wirelessly ,its not connecting it ,due to that  i need to use cable for connecting otherwise its very good product."
390,390,BEST FOR OFFICE AND PERSONAL USE,Epson printer is a benchmark in color printer and L3150 is a new and upgrade version of wireless and  effective printing. its is my 5th printer of epson which i am using since 2012 The 3150 is also  low maintenance printer .its also  low coast printer . good quality at reasonable priceREAD MORE,5BEST FOR OFFICE AND PERSONAL USE,epson-l3110-multi-function-color-printer,5,0.3051948051948052,Positive, Epson printer is a benchmark in color printer and L3150 is a new and upgrade version of wireless and  effective printing. its is my 5th printer of epson which i am using since 2012 The 3150 is also  low maintenance printer .its also  low coast printer .
391,391,Great product,It's a very suitable and fast printing printer. Worthy productivity. Loved it a lot and easy usage.READ MORE,5Great product,epson-l3110-multi-function-color-printer,5,0.4802777777777778,Positive, It's a very suitable and fast printing printer. Worthy productivity. Loved it a lot and easy usage.READ MORE
392,392,Excellent,first of all printer build quality and looks too good and its work is also fantastik. paper Xerox superb quality.blacken white print is fast but colours print is little bit slower. how ever i am very satisfied by this printer.thanks to Flipkart.🎉🎉🎉🎉✨READ MORE,5Excellent,epson-l3110-multi-function-color-printer,5,0.3890625,Positive, first of all printer build quality and looks too good and its work is also fantastik. paper Xerox superb quality.blacken white print is fast but colours print is little bit slower. how ever i am very satisfied by this printer.thanks to Flipkart.🎉🎉🎉🎉✨READ MORE
393,393,Really Nice,It is a nice products it is very useful for shop purpose who want to set up small business. The useful thing is that we can print without computer also. We can print using phone also. The installation person also came on the same day the service was also goodREAD MORE,4Really Nice,epson-l3110-multi-function-color-printer,4,0.25666666666666665,Positive, It is a nice products it is very useful for shop purpose who want to set up small business. The useful thing is that we can print without computer also. We can print using phone also. The installation person also came on the same day the service was also goodREAD MORE
394,394,Terrific purchase,Superb product. Light weight and easy to install. Print quality is awesome. Ink usage is minimal. Need to refill after 4000 copies. Scanning is easy but time consuming.Epson customer care service is very good.READ MORE,5Terrific purchase,epson-l3110-multi-function-color-printer,5,0.4833333333333333,Positive, Superb product. Light weight and easy to install. Print quality is awesome. Ink usage is minimal. Need to refill after 4000 copies. Scanning is easy but time consuming.Epson customer care service is very good.READ MORE
395,395,Excellent,Very useful for home and small office print needs. Setup is easy and WiFi network setup is excellent. You can print from anywhere where your WiFi is accessible. print quality excellent. Good build quality.READ MORE,5Excellent,epson-l3110-multi-function-color-printer,5,0.5185416666666667,Positive, Very useful for home and small office print needs. Setup is easy and WiFi network setup is excellent. You can print from anywhere where your WiFi is accessible. print quality excellent. Good build quality.READ MORE
396,396,Fabulous!,The Printer 🖨️ is very good and Happy With the service ... Thank you Flipkart ....READ MORE,5Fabulous!,epson-l3110-multi-function-color-printer,5,0.7366666666666667,Positive, The Printer 🖨️ is very good and Happy With the service ... Thank you Flipkart ....READ MORE
397,397,Delightful,"One of the perfect purchase for your Home or Office Use in this price range.Pro1st Print Speed is too good.. Approx 5 secScan and Print speed is high.Standard Printing speed is high.Printing Cost is low, like they say 8p b&w and 12p color.Auto clean facility.ConsIf your usage is high volume, I won't recommend this printer.If you have used other Epson printers like L380, L565 then you won't be very happy with its printing quality.Borderless printing isn't the best in its groups.If...READ MORE",4Delightful,epson-l3110-multi-function-color-printer,4,0.5112962962962962,Positive," One of the perfect purchase for your Home or Office Use in this price range.Pro1st Print Speed is too good.. Approx 5 secScan and Print speed is high.Standard Printing speed is high.Printing Cost is low, like they say 8p b&w and 12p color.Auto clean facility.ConsIf your usage is high volume, I won't recommend this printer.If you have used other Epson printers like L380, L565 then you won't be very happy with its printing quality.Borderless printing isn't the best in its groups.If...READ MORE"
398,398,Awesome,"Guys just be cautious that to check this machine on its arrival of their are any physical damages, also do not install same from youself. Call customer support of EPSON to get machine installed. Also order A4 papers and 150 GSM glossy sheets to check all kinds of printing quality during installation to detect all issues.Very good machine, my kids are quite happy from this printer. Best in class photo prints. Hats off to Flipkart services got a faulty machine but they replaced after taking t...READ MORE",5Awesome,epson-l3110-multi-function-color-printer,5,0.5,Positive," Guys just be cautious that to check this machine on its arrival of their are any physical damages, also do not install same from youself. Call customer support of EPSON to get machine installed. Also order A4 papers and 150 GSM glossy sheets to check all kinds of printing quality during installation to detect all issues.Very good machine, my kids are quite happy from this printer. Hats off to Flipkart services got a faulty machine but they replaced after taking t...READ MORE"
399,399,Just wow!,"Amazing Printer...recently buyed from flipkart. works best , fast print and scan, cheaper than outsource xerox shop.Thanks Epson...READ MORE",5Just wow!,epson-l3110-multi-function-color-printer,5,0.575,Positive," Amazing Printer...recently buyed from flipkart. works best , fast print and scan, cheaper than outsource xerox shop.Thanks Epson...READ MORE"
400,400,Terrific,NICE AND LOVELY PRINTER SPECIALLY FAST DELIVERY FROM FLIPKART . THIS IS AWSOME 3 IN 1 PRINTER...VERY SIMPLE TO USE WIFI SYSTEM WITH APPLICATION..I LOVE IT...READ MORE,5Terrific,epson-l3110-multi-function-color-printer,5,0.3833333333333333,Positive, NICE AND LOVELY PRINTER SPECIALLY FAST DELIVERY FROM FLIPKART . THIS IS AWSOME 3 IN 1 PRINTER...VERY SIMPLE TO USE WIFI SYSTEM WITH APPLICATION..I LOVE IT...READ MORE
401,401,Good choice,"Printer is good in respect of printing quality even in standard mode, in best mode it may perform better, wifi connection is little bit tough I had to call customer care and their engineer done it. 33 ppm is not true ...I don't know but it takes 6-7 sec in one a4 size paper std. mode. Printing speed should be more as claimed.Weight is very less so have to use it very good care. Rest is fine I have purchased it for study purpose my daily requirement is of approx 25 pages and it's working fine.READ MORE",4Good choice,epson-l3110-multi-function-color-printer,4,0.24704365079365082,Positive," Printer is good in respect of printing quality even in standard mode, in best mode it may perform better, wifi connection is little bit tough I had to call customer care and their engineer done it. 33 ppm is not true ...I don't know but it takes 6-7 sec in one a4 size paper std. Printing speed should be more as claimed.Weight is very less so have to use it very good care. Rest is fine I have purchased it for study purpose my daily requirement is of approx 25 pages and it's working fine.READ MORE"
402,402,Perfect product!,At first the delivered product doesn't print the color pages. So I requested for replacement. I appreciate flipkart for quick response and they replaced the product and it works well. I and my kids enjoy printing. Thank you flipkart and the seller.READ MORE,5Perfect product!,epson-l3110-multi-function-color-printer,5,0.37083333333333335,Positive, At first the delivered product doesn't print the color pages. So I requested for replacement. I appreciate flipkart for quick response and they replaced the product and it works well. I and my kids enjoy printing. Thank you flipkart and the seller.READ MORE
403,403,Really Nice,"This gets the job done. Happy with it. The only complaint is durability, the plastic seems weak, if I drop the printer from 2ft, I am sure I would be only left with pieces. This was not the case with my old HP printer. Other than that wifi works great, prints are good, printing is more accessible to everyone and works awesome. I still don't know how much the cartridge will last but its still working.READ MORE",4Really Nice,epson-l3110-multi-function-color-printer,4,0.27499999999999997,Positive," This gets the job done. The only complaint is durability, the plastic seems weak, if I drop the printer from 2ft, I am sure I would be only left with pieces. This was not the case with my old HP printer. Other than that wifi works great, prints are good, printing is more accessible to everyone and works awesome. I still don't know how much the cartridge will last but its still working.READ MORE"
404,404,Simply awesome,Superb printer excellent printing speed is also good no issues great seller.Thanks to the seller for sending a trouble free item.READ MORE,5Simply awesome,epson-l3110-multi-function-color-printer,5,0.5999999999999999,Positive, Superb printer excellent printing speed is also good no issues great seller.Thanks to the seller for sending a trouble free item.READ MORE
405,405,Awesome,"Must buy!!Value for money printer with awesome print quality. Wi-fi direct and border less photo printing are the great functions.Tremendous improvement in flipkart service, the printer was delivered with in two days.READ MORE",5Awesome,epson-l3110-multi-function-color-printer,5,0.44666666666666666,Positive," !Value for money printer with awesome print quality. Wi-fi direct and border less photo printing are the great functions.Tremendous improvement in flipkart service, the printer was delivered with in two days.READ MORE"
406,406,Decent product,Good but could be better . I hve purchase fews days ago printer was Good wifi also vy good but hardware body is average and scanner is also weak ..I think it could be better if body and hardware part be implementedREAD MORE,3Decent product,epson-l3110-multi-function-color-printer,3,0.38437499999999997,Positive, I hve purchase fews days ago printer was Good wifi also vy good but hardware body is average and scanner is also weak ..I think it could be better if body and hardware part be implementedREAD MORE
407,407,Perfect product!,Very good product with good print quality. It would be great if you have document scan from app.Currently it's there for scanning mobile media.READ MORE,5Perfect product!,epson-l3110-multi-function-color-printer,5,0.7275,Positive, Very good product with good print quality. It would be great if you have document scan from app.Currently it's there for scanning mobile media.READ MORE
408,408,Wonderful,very good printer for small business and home purpose some times for second print  it will take long time. otherwise the printer is very very good 👍 good 👍 to buy.Thank youREAD MORE,4Wonderful,epson-l3110-multi-function-color-printer,4,0.3885714285714285,Positive, very good printer for small business and home purpose some times for second print  it will take long time. otherwise the printer is very very good 👍 good 👍 to buy.Thank youREAD MORE
409,409,Terrific purchase,Quality is best thanks for manufacture team and thanks for seller ane thanks for Flipkart sevice and thanks for cradit card genreting offer and last thanks for delevery service.. it's good product..                                                                 Thank you.READ MORE,5Terrific purchase,epson-l3110-multi-function-color-printer,5,0.3555555555555555,Positive, Quality is best thanks for manufacture team and thanks for seller ane thanks for Flipkart sevice and thanks for cradit card genreting offer and last thanks for delevery service.. it's good product..
410,410,Great product,One of the best printers st this price point....the printing speeds are better than rest of the printers in this range and is super compact and hence saves spac eon the table. Print quality is also great. The first time setop takes good amount of ink which is also mentioned in the product manual...post that the ink consumption seems to be fine.Value for money productREAD MORE,5Great product,epson-l3110-multi-function-color-printer,5,0.5833333333333333,Positive, One of the best printers st this price point....the printing speeds are better than rest of the printers in this range and is super compact and hence saves spac eon the table. The first time setop takes good amount of ink which is also mentioned in the product manual...post that the ink consumption seems to be fine.Value for money productREAD MORE
411,411,amazing product,Amazing product must buy without any dout ......  best prize with excellence quality...... i am happy with thizzz product... printing quality was so good .READ MORE,5amazing product,epson-l3110-multi-function-color-printer,5,0.7200000000000001,Positive, Amazing product must buy without any dout ......  best prize with excellence quality...... i am happy with thizzz product... printing quality was so good .READ MORE
412,412,Excellent,I give 4 star because delivery in not very safe but fast delivery and this is good product. You can buy this . In low price this is friendly and very useful printer 🖨. If you want to buy any printer so you  buy that. This printer is in low price but very good 👍. Thank you flipkart for this and you want to be safe delivery.READ MORE,5Excellent,epson-l3110-multi-function-color-printer,5,0.33826923076923077,Positive, I give 4 star because delivery in not very safe but fast delivery and this is good product. You can buy this . In low price this is friendly and very useful printer 🖨. If you want to buy any printer so you  buy that. This printer is in low price but very good 👍. Thank you flipkart for this and you want to be safe delivery.READ MORE
413,413,Good quality product,Very happy with the product and works like a charmREAD MORE,4Good quality product,epson-l3110-multi-function-color-printer,4,0.75,Positive, Very happy with the product and works like a charmREAD MORE
414,414,Terrific,Lovely Printing quality and so Fast...READ MORE,5Terrific,epson-l3110-multi-function-color-printer,5,0.5,Positive, Lovely Printing quality and so Fast...READ MORE
415,415,Good choice,"Its a good printer iam using A4 sige page and picture quality is best ,READ MORE",4Good choice,epson-l3110-multi-function-color-printer,4,0.7333333333333334,Positive," Its a good printer iam using A4 sige page and picture quality is best ,READ MORE"
416,416,Not good,"After 10 pages of copy or print it becomes very slow and paper jam problem, if u go for service it costs more.i suggest don't gp for this product.READ MORE",2Not good,epson-l3110-multi-function-color-printer,2,0.054999999999999966,Positive," After 10 pages of copy or print it becomes very slow and paper jam problem, if u go for service it costs more.i suggest don't gp for this product.READ MORE"
417,417,Wonderful,Very good products..READ MORE,5Wonderful,epson-l3110-multi-function-color-printer,5,0.705,Positive, Very good products..READ MORE
418,418,Just wow!,I brought this product 2 times .. In the first time the product came defective. Then the replacement of the product was in good condition and performed the functions beautifully..Flipkart is very much cooperativeREAD MORE,5Just wow!,epson-l3110-multi-function-color-printer,5,0.4275,Positive, I brought this product 2 times .. In the first time the product came defective. Then the replacement of the product was in good condition and performed the functions beautifully..Flipkart is very much cooperativeREAD MORE
419,419,Very Good,"Delivered by Flipkart as promised. The print quality for black and white is very good. Scanning and copy quality is also good. The photo print on glassy paper is very slow. It take hours to just print 20 A4 size paper.  I must say, this printer is value for money.READ MORE",4Very Good,epson-l3110-multi-function-color-printer,4,0.2588888888888889,Positive," Delivered by Flipkart as promised. The print quality for black and white is very good. Scanning and copy quality is also good. The photo print on glassy paper is very slow. It take hours to just print 20 A4 size paper. I must say, this printer is value for money.READ MORE"
420,420,Brilliant,very good printREAD MORE,5Brilliant,epson-l3110-multi-function-color-printer,5,0.705,Positive, very good printREAD MORE
421,421,Nice product,The product is excellent . 4 stars is because of the terrible packing they made .  the box even had dents while delivering.  Flipkart really should improve in these packing and transportation stuff!READ MORE,4Nice product,epson-l3110-multi-function-color-printer,4,0.175,Positive, The product is excellent . 4 stars is because of the terrible packing they made . the box even had dents while delivering. Flipkart really should improve in these packing and transportation stuff!READ MORE
422,422,Best in the market!,goodREAD MORE,5Best in the market!,epson-l3110-multi-function-color-printer,5,0.5,Positive, goodREAD MORE
423,423,Very poor,"Poor performance, when I take 10 prints manually with button press( b/w) after 5th print it's taking too much time to print. My suggestion is don't buy it. It's worst product.  Return date is over...! If you wish I will send the proof.READ MORE",1Very poor,epson-l3110-multi-function-color-printer,1,-0.175,Negative," Poor performance, when I take 10 prints manually with button press( b/w) after 5th print it's taking too much time to print. My suggestion is don't buy it. It's worst product. Return date is over...! If you wish I will send the proof.READ MORE"
424,424,Fair,"Fully plastic body, very light weight, handle with care. Installation little bit complicated. Print quality is not very much good, scan quality is very good. With mobile connectivity very problematic. If use weighty paper like executive bond then print quality is fine otherwise printing quality is not good.READ MORE",3Fair,epson-l3110-multi-function-color-printer,3,0.18864583333333335,Positive," Fully plastic body, very light weight, handle with care. Installation little bit complicated. Print quality is not very much good, scan quality is very good. If use weighty paper like executive bond then print quality is fine otherwise printing quality is not good.READ MORE"
425,425,Did not meet expectations,strongly recommend not to buy this product. U will thank me later..U cannot print photo paper above 150 gsm ..after some time .buy instead l380 or canon g2000 or above modelREAD MORE,1Did not meet expectations,epson-l3110-multi-function-color-printer,1,0.23333333333333334,Positive, U will thank me later..U cannot print photo paper above 150 gsm ..after some time .buy instead l380 or canon g2000 or above modelREAD MORE
426,426,Don't waste your money,I got a product which is not working .print gives just lining ...got product  in short time .but damaged product.i make a return request but not solved my issue in last 6days .now I am waiting for my replacement.READ MORE,1Don't waste your money,epson-l3110-multi-function-color-printer,1,0.16666666666666666,Positive, I got a product which is not working .print gives just lining ...got product  in short time .but damaged product.i make a return request but not solved my issue in last 6days .now I am waiting for my replacement.READ MORE
427,427,Excellent,good and ink efficient..build quality could be better..but plastic has made a good weight cut so easy for handling and portability..READ MORE,5Excellent,epson-l3110-multi-function-color-printer,5,0.5833333333333333,Positive, good and ink efficient..build quality could be better..but plastic has made a good weight cut so easy for handling and portability..READ MORE
428,428,Mind-blowing purchase,good prduct.easy to use.READ MORE,5Mind-blowing purchase,epson-l3110-multi-function-color-printer,5,0.6,Positive, good prduct.easy to use.READ MORE
429,429,Not recommended at all,Paper pickup problemREAD MORE,1Not recommended at all,epson-l3110-multi-function-color-printer,1,0.5,Positive, Paper pickup problemREAD MORE
430,430,Absolute rubbish!,"worst product at best price, if you decide to put your peace at jeopardy.. pls be the guest.. whilst 8/10 products sold during these sale days are faulty.  I had a total disappointment with 2 of my purchases, glad Flipkart agreed to refund my wallet.READ MORE",1Absolute rubbish!,epson-l3110-multi-function-color-printer,1,0.06666666666666667,Positive," worst product at best price, if you decide to put your peace at jeopardy.. pls be the guest.. whilst 8/10 products sold during these sale days are faulty. I had a total disappointment with 2 of my purchases, glad Flipkart agreed to refund my wallet.READ MORE"
431,431,Terrific purchase,Best in classREAD MORE,5Terrific purchase,epson-l3110-multi-function-color-printer,5,0.75,Positive, Best in classREAD MORE
432,432,Must buy!,great product working absolutely fine. flipkart delivery was also good. best product in this range.READ MORE,5Must buy!,epson-l3110-multi-function-color-printer,5,0.6833333333333333,Positive, great product working absolutely fine. flipkart delivery was also good. best product in this range.READ MORE
433,433,Good,Makes Lot of Sound.READ MORE,3Good,epson-l3110-multi-function-color-printer,3,0.5,Positive, Makes Lot of Sound.READ MORE
434,434,Mind-blowing purchase,Excellent as defined suitable for small business.READ MORE,5Mind-blowing purchase,epson-l3110-multi-function-color-printer,5,0.45,Positive, Excellent as defined suitable for small business.READ MORE
435,435,Perfect product!,Nothing like anything.....READ MORE,5Perfect product!,epson-l3110-multi-function-color-printer,5,0.5,Positive, Nothing like anything.....READ MORE
436,436,Mind-blowing purchase,NiceREAD MORE,5Mind-blowing purchase,epson-l3110-multi-function-color-printer,5,0.5,Positive, NiceREAD MORE
437,437,Wonderful,I was really confused between this one and brother printer but made up my mind for this. very good buy. go for itREAD MORE,5Wonderful,epson-l3110-multi-function-color-printer,5,0.3366666666666666,Positive, I was really confused between this one and brother printer but made up my mind for this. very good buy.
438,438,Terrific purchase,goodREAD MORE,5Terrific purchase,epson-l3110-multi-function-color-printer,5,0.5,Positive, goodREAD MORE
439,439,Awesome,Value for moneyREAD MORE,5Awesome,epson-l3110-multi-function-color-printer,5,0.5,Positive, Value for moneyREAD MORE
440,440,Worthless,"Waste of money, time and energyThe machine works good only for 1-2 weeks after the if you are lucky it would work few more days.Poor support but I used to call them daily and managed to get replacement but the replacement was faulty, I replaced the replaced project. But even that worked for just 2 weeks.They give a usb cable to charge the scale, only that works good , I suggest they can just start selling usb cables.I am obbessed and don't have time to do this process again.I bought thi...READ MORE",1Worthless,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,1,0.2333333333333333,Positive," Waste of money, time and energyThe machine works good only for 1-2 weeks after the if you are lucky it would work few more days.Poor support but I used to call them daily and managed to get replacement but the replacement was faulty, I replaced the replaced project. But even that worked for just 2 weeks.They give a usb cable to charge the scale, only that works good , I suggest they can just start selling usb cables.I am obbessed and don't have time to do this process again.I bought thi...READ MORE"
441,441,Utterly Disappointed,"It's not good please don't go for it.. Weighing machine doesn't show accurate weight... Every time u check the weight the machine shows different weight. In a span of 2 mins, the weighing machine shows a difference of at least 2-3kgs.. A person cannot gain a weight of 2-3kilos in 2mims..READ MORE",1Utterly Disappointed,dr-trust-usa-executive-rechargeable-digital-weighing-scale-electronic-weight-machine-human-body-temperature-display-usb-cable-included,1,0.050000000000000024,Positive," Weighing machine doesn't show accurate weight... Every time u check the weight the machine shows different weight. In a span of 2 mins, the weighing machine shows a difference of at least 2-3kgs.. A person cannot gain a weight of 2-3kilos in 2mims..READ MORE"
